original_image,npz_path,csv_path,data_type,num_samples,num_leads,status,Col1_MAV,Col1_RMS,Col1_ZC,Col1_SSC,Col1_VAR,Col1_DASDV,Col1_AAC,Col1_Skew,Col1_Kurt,Col2_MAV,Col2_RMS,Col2_ZC,Col2_SSC,Col2_VAR,Col2_DASDV,Col2_AAC,Col2_Skew,Col2_Kurt,Col3_MAV,Col3_RMS,Col3_ZC,Col3_SSC,Col3_VAR,Col3_DASDV,Col3_AAC,Col3_Skew,Col3_Kurt,Col4_MAV,Col4_RMS,Col4_ZC,Col4_SSC,Col4_VAR,Col4_DASDV,Col4_AAC,Col4_Skew,Col4_Kurt,Col5_MAV,Col5_RMS,Col5_ZC,Col5_SSC,Col5_VAR,Col5_DASDV,Col5_AAC,Col5_Skew,Col5_Kurt,Col6_MAV,Col6_RMS,Col6_ZC,Col6_SSC,Col6_VAR,Col6_DASDV,Col6_AAC,Col6_Skew,Col6_Kurt,Col7_MAV,Col7_RMS,Col7_ZC,Col7_SSC,Col7_VAR,Col7_DASDV,Col7_AAC,Col7_Skew,Col7_Kurt,Col8_MAV,Col8_RMS,Col8_ZC,Col8_SSC,Col8_VAR,Col8_DASDV,Col8_AAC,Col8_Skew,Col8_Kurt,Col9_MAV,Col9_RMS,Col9_ZC,Col9_SSC,Col9_VAR,Col9_DASDV,Col9_AAC,Col9_Skew,Col9_Kurt,Col10_MAV,Col10_RMS,Col10_ZC,Col10_SSC,Col10_VAR,Col10_DASDV,Col10_AAC,Col10_Skew,Col10_Kurt,Col11_MAV,Col11_RMS,Col11_ZC,Col11_SSC,Col11_VAR,Col11_DASDV,Col11_AAC,Col11_Skew,Col11_Kurt,Col12_MAV,Col12_RMS,Col12_ZC,Col12_SSC,Col12_VAR,Col12_DASDV,Col12_AAC,Col12_Skew,Col12_Kurt,class
ECG Dataset\Normal Person\Normal(265).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(265)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(265).csv,12_leads,124,12,success,1.6533558792924048,2.170939432063895,14,55,4.712978017689908,1.2703626010755285,0.6341463414634146,1.1058052470617121,0.7890219752694687,1.0953433922996891,1.5426378057028705,13,48,2.379731399583767,0.9499679070317291,0.4796747967479675,-0.9764523071239037,0.9893896389074421,1.0951448600690072,1.7605908936062384,11,31,3.0996802946492132,1.0657663616040542,0.45528455284552843,-0.8171942904896716,5.241907799228599,2.282843392299687,3.274240723480265,12,43,10.720652315296567,2.789352578086544,1.2601626016260163,0.3418836802780529,1.4808660216577714,0.9774973985431833,1.2457785115725595,14,52,1.5519640998959419,0.825163201399026,0.4186991869918699,1.1830467606380797,0.7647968605603634,0.7247008324661819,1.0833124881262473,15,51,1.1735659469302806,1.0495837347540036,0.42276422764227645,1.805454145229006,3.405674573490492,2.8354764382339823,4.701606480854985,11,28,22.105103500817602,4.012972576112603,1.7926829268292683,-1.525838182830077,6.8535609797262875,1.970278355879293,2.608228968222763,12,30,6.802858350676379,2.114602732299179,0.9512195121951219,1.1633843668519637,0.7229464291650607,1.253642039542144,1.5866615256841543,11,56,2.517494797086368,0.7476249657621756,0.3699186991869919,-0.2679383301658395,-0.3012526951312364,0.7152055150884491,0.9302114352425385,13,46,0.865293314255983,0.6343808196897538,0.2764227642276423,1.2435992080793696,1.6434398887158643,3.0348595213319443,4.7697999754089295,11,41,22.750991805411026,4.01648027769815,1.8780487804878048,-0.9759748094569255,4.873367472699608,1.4832206035379805,1.937415031200529,16,50,3.7535770031217472,1.35400640077266,0.6666666666666666,1.2409964634628867,0.6133965675946724,Normal Person
ECG Dataset\Normal Person\Normal(266).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(266)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(266).csv,12_leads,124,12,success,0.8524973985431845,1.131851319276967,15,67,1.2810874089490112,0.977386593342434,0.4634146341463415,0.26202796263352135,0.7112815948479696,1.0199011446409993,1.3632849245993879,18,59,1.8585457856399585,1.030036703111155,0.5447154471544715,-0.9670912871085507,1.042375054042612,1.163241415192508,1.743185781876182,11,63,3.0386966701352756,1.2420478762226794,0.6056910569105691,-1.3121189900487558,3.9041447358582335,2.401014568158169,3.0146947598915186,12,45,9.08838449531738,2.3826097599675617,1.0934959349593496,1.0489944266321194,0.1845128190598122,1.3584157127991685,1.7031744478449302,18,55,2.9008031997918837,1.1970492175630427,0.6951219512195121,1.1473448516205345,0.5905290154596066,0.6047086368366281,0.9760063778130436,20,57,0.9525884495317378,0.9370425713316364,0.3983739837398374,-2.5019319780429816,8.572018037425373,2.6918574401664945,3.6231762788407953,11,45,13.127406347554633,2.6648876179419205,1.2113821138211383,-0.25752494925803143,1.603617475009405,2.3345473465140474,2.971867202116125,12,41,8.831994667013525,2.377058372035706,1.089430894308943,1.2147481028511438,0.5976298722935645,1.0076742976066602,1.7381791937166038,19,47,3.0212669094693028,1.4170850649487536,0.5447154471544715,2.9276905576579186,9.361322539090276,1.0903355879292416,1.5624934963444255,17,63,2.4413859261186275,1.2436832263400817,0.6138211382113821,1.9658689222153354,4.126277801883913,2.304175338189386,2.8820999965682175,11,45,8.306500390218524,1.9015398125036944,1.0121951219512195,0.8597735465088809,-0.031167577005296376,2.1028225806451615,2.6810453245437804,12,45,7.188004032258065,1.9625559906051502,0.9390243902439024,1.310279919247765,0.9344824607014699,Normal Person
ECG Dataset\Normal Person\Normal(267).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(267)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(267).csv,12_leads,124,12,success,1.558012486992715,2.151348553427609,15,58,4.628300598335067,1.653402503142648,0.7601626016260162,1.906964229646841,3.9912261399699522,1.424492715920916,1.9647774800994464,17,58,3.860350546305931,1.6373436746581609,0.7845528455284553,-2.0496272476366277,4.269746186806427,1.0113813735691974,1.8734124392492486,16,42,3.5096741675338183,1.3997676926890172,0.5447154471544715,-2.4149741641437825,8.155355040715593,2.595993756503642,3.2710834585372357,13,43,10.699986992715925,2.6023754002021375,1.2195121951219512,1.3939315182198424,0.7653452980390791,1.4594172736732578,1.9583328720820707,19,52,3.835067637877212,1.4587833219802744,0.7520325203252033,1.4409938002983311,2.0718245423509254,0.8322060353798131,1.229620551777156,16,52,1.5119667013527571,0.9711279168545763,0.43089430894308944,2.3936618873015,6.335121191222662,2.1848985431841847,2.88715520192275,13,48,8.335665159989594,1.7376158790392746,1.024390243902439,1.120708485606522,0.8831057821781463,2.263527575442249,3.028319765734454,11,45,9.170720603537982,2.150817579471258,0.8780487804878049,1.8162735259445164,3.004325065018593,0.5874349635796056,0.8907530954215774,13,48,0.7934410770031218,0.5064623036719026,0.22357723577235772,-1.8845380364681295,6.059199478976188,0.7736082206035372,0.9904837921742252,17,59,0.9810581425598336,0.8288497269823398,0.43089430894308944,1.5153105430529323,2.117578957697079,2.335457856399584,3.0311291438301473,13,54,9.187743886576483,2.0981989954220843,1.1300813008130082,1.156967232506203,0.650278679141401,2.287330905306973,3.0870431577573387,13,40,9.529835457856404,2.4382620759917324,1.0447154471544715,1.8312113516943875,3.09427881723572,Normal Person
ECG Dataset\Normal Person\Normal(268).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(268)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(268).csv,12_leads,124,12,success,1.558012486992715,2.151348553427609,15,58,4.628300598335067,1.653402503142648,0.7601626016260162,1.906964229646841,3.9912261399699522,1.424492715920916,1.9647774800994464,17,58,3.860350546305931,1.6373436746581609,0.7845528455284553,-2.0496272476366277,4.269746186806427,1.0113813735691974,1.8734124392492486,16,42,3.5096741675338183,1.3997676926890172,0.5447154471544715,-2.4149741641437825,8.155355040715593,2.595993756503642,3.2710834585372357,13,43,10.699986992715925,2.6023754002021375,1.2195121951219512,1.3939315182198424,0.7653452980390791,1.4594172736732578,1.9583328720820707,19,52,3.835067637877212,1.4587833219802744,0.7520325203252033,1.4409938002983311,2.0718245423509254,0.8322060353798131,1.229620551777156,16,52,1.5119667013527571,0.9711279168545763,0.43089430894308944,2.3936618873015,6.335121191222662,2.1848985431841847,2.88715520192275,13,48,8.335665159989594,1.7376158790392746,1.024390243902439,1.120708485606522,0.8831057821781463,2.263527575442249,3.028319765734454,11,45,9.170720603537982,2.150817579471258,0.8780487804878049,1.8162735259445164,3.004325065018593,0.5874349635796056,0.8907530954215774,13,48,0.7934410770031218,0.5064623036719026,0.22357723577235772,-1.8845380364681295,6.059199478976188,0.7736082206035372,0.9904837921742252,17,59,0.9810581425598336,0.8288497269823398,0.43089430894308944,1.5153105430529323,2.117578957697079,2.335457856399584,3.0311291438301473,13,54,9.187743886576483,2.0981989954220843,1.1300813008130082,1.156967232506203,0.650278679141401,2.287330905306973,3.0870431577573387,13,40,9.529835457856404,2.4382620759917324,1.0447154471544715,1.8312113516943875,3.09427881723572,Normal Person
ECG Dataset\Normal Person\Normal(269).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(269)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(269).csv,12_leads,124,12,success,0.7741935483870984,1.4097456985014312,10,49,1.9873829344432883,1.091355538112629,0.35772357723577236,3.518420405708401,14.137086026852561,0.7887617065556708,1.2058204641136834,15,43,1.4540029916753385,1.0659169112968505,0.4268292682926829,-2.311894300321685,8.095033958778236,1.3355228928199794,2.4986232876860224,15,38,6.243118333766909,1.8910895040148474,0.7235772357723578,-2.331560022579835,8.265201124586639,1.400689386056192,2.0697496590517037,9,45,4.283863651144643,1.7991077282603671,0.7520325203252033,1.4613056386356091,4.157881164673527,0.609196149843913,0.8069655620373499,9,43,0.6511934183142559,0.5843487097907776,0.24390243902439024,1.1525602760098155,3.2404905575058986,0.7204084287200831,1.4330522627319364,12,44,2.053638787721124,1.1790860453923726,0.3902439024390244,3.379952571396119,11.410196826347052,1.9924882934443298,3.215433802092644,11,44,10.33901453563996,2.7701589282575245,1.2601626016260163,-0.30410352538419455,3.9926725955132794,1.1437955254942775,1.5722032218716777,9,54,2.4718229708636845,1.1713032141645456,0.483739837398374,0.6528029907190513,1.9229346928766198,0.6225286160249744,1.0037002301111013,8,44,1.0074141519250785,0.8026885716698793,0.24796747967479674,-3.134350660036152,12.114005370507048,0.389698231009364,0.5645737297802303,11,41,0.31874349635796045,0.4728395454827755,0.2032520325203252,-0.6899112408859465,2.043500610184072,1.7178824141519242,2.633260749492518,13,33,6.934062174817899,2.687913326128744,1.1260162601626016,0.9863629691416979,3.3809399601742083,0.6553069719042663,0.8732050118476881,13,37,0.7624869927159208,0.7311312095160863,0.26422764227642276,1.4367355290975614,3.1006133216836087,Normal Person
ECG Dataset\Normal Person\Normal(27).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(27)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(27).csv,12_leads,124,12,success,0.9053720083246617,1.2888789807639625,16,39,1.6612090270551507,1.0668698993381625,0.4878048780487805,-0.10999272578035384,2.2177235537386535,1.2328303850156075,1.645971495625629,14,59,2.709222164412071,1.1342774642271876,0.5487804878048781,-0.5267771993972042,0.6406617201071523,1.3337669094693028,1.9406181900150463,13,48,3.7659989594172734,1.5746983192814956,0.6747967479674797,-1.0842442966392647,3.1223522114773523,3.665127471383974,4.741220098412653,11,48,22.47916802159209,3.7860731098984255,1.7032520325203253,-0.6962171334806008,1.9013314374283938,1.7261966701352744,2.3334339827655457,12,45,5.4449141519250785,1.7379082839010902,0.8211382113821138,1.6485693115543583,2.336838337688648,0.8565296566077002,1.4908889092934856,12,27,2.222749739854319,1.2767463729390454,0.4634146341463415,-2.88516532873086,8.872108568323801,3.584872528616025,6.325752552574246,17,44,40.01514535639959,4.8162896862069475,2.1707317073170733,-2.411360474308144,10.098737926311296,1.77939646201873,2.338069990380261,11,48,5.466571279916753,1.8582927736286134,0.9308943089430894,0.9596939952718286,0.7254025109335442,1.2672346514047852,2.16301613209914,12,45,4.678638787721122,1.8268547763803613,0.6829268292682927,3.0580977277552304,9.509143814027276,1.5080645161290323,2.14647591902815,14,45,4.607358870967742,1.7651780812531594,0.7845528455284553,2.0872474797092546,4.316967228979873,3.6505593132154,5.750516026702394,13,48,33.06843457336108,6.286357664254145,2.252032520325203,1.9800099702391236,14.52492496229151,1.9690426638917786,2.41251721942602,13,48,5.820239334027055,1.4629572455950393,0.6707317073170732,0.899970319590528,-0.11397227115234321,Normal Person
ECG Dataset\Normal Person\Normal(270).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(270)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(270).csv,12_leads,124,12,success,0.47515608740894916,0.7489478398429432,16,46,0.560922866805411,0.5296109939172796,0.2601626016260163,1.7138040311764244,3.8711180821479125,0.8771462018730488,1.3182647421064395,16,53,1.7378219302809574,0.7311312095160863,0.4024390243902439,0.35901331155954913,3.549920136564114,0.8541233090530685,1.275386079351969,16,51,1.6266096514047863,0.8542100425234811,0.4268292682926829,1.3267294876835636,3.6987398168605123,2.086693548387098,2.7828628374967566,9,42,7.744325572320499,1.695282790521215,0.8211382113821138,1.555151117430233,1.2899303837197396,1.1696800208116538,1.525723545111702,19,48,2.32783233610822,0.9815368735540919,0.5365853658536586,1.2539142522311981,1.2059006267401076,0.48471148605123743,0.6173662943667624,20,54,0.38114114142014777,0.47815217303774754,0.25609756097560976,-0.10334706226566955,-0.6337042586627364,2.635015608740893,3.7692361293714964,10,38,14.207140998959416,1.9898114467194963,1.024390243902439,1.5614282354182638,2.467455965381765,1.5796045785639943,2.095284830845804,9,34,4.390218522372529,1.326711197520401,0.6016260162601627,1.5692432637682943,1.295517669954446,0.6345603537981279,0.8782828264317794,14,40,0.7713807232049951,0.5773502691896257,0.3170731707317073,0.4699183785680263,-0.19195610799308183,0.8658298647242454,1.0722091886496619,21,52,1.1496325442247661,0.8361740200878754,0.4715447154471545,0.5310893441004397,0.2373113039424095,2.233870967741937,3.134597644569438,10,54,9.82570239334027,1.7732199364685226,0.9227642276422764,1.4926823552608366,1.9613437441577641,1.1621357960457859,1.5451652889031702,14,37,2.3875357700312176,0.9846381036309488,0.45934959349593496,1.2697482035090588,0.8809797524245693,Normal Person
ECG Dataset\Normal Person\Normal(271).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(271)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(271).csv,12_leads,124,12,success,0.9603277835587941,1.3551926860934598,18,49,1.836547216441207,1.1555803103456448,0.508130081300813,2.070759968226407,4.270607866240012,1.3380593132153993,2.0668892295933396,20,55,4.272031087408949,1.6509420813879452,0.7926829268292683,-1.894361282948337,5.848367899798879,1.8391974505723214,3.309982256405784,15,54,10.955982537721123,2.6715529420079287,1.065040650406504,-2.7780559006297074,9.324846595721372,5.337669094693029,6.561898540397779,13,36,43.05851245447451,4.1175561068044875,2.089430894308943,1.0346536536604363,0.2188521694603307,1.8089229968782505,2.9385480064236127,16,46,8.63506438605619,2.30102486886919,0.9796747967479674,2.99006642039732,9.559577685468769,0.5701670713377276,0.8044303373262964,13,46,0.6471081676108991,0.5233914144491296,0.25609756097560976,-0.7113427670790382,1.7849868028964968,3.5304370447450566,4.927806644275025,13,39,24.28327832336108,3.3457593594066073,1.7317073170731707,0.16276206079222633,1.7947659884164988,4.419614984391258,5.62295459400884,11,51,31.617618366285125,2.327373340628157,1.2439024390243902,1.5490069141982483,1.5265776194844216,0.9694979188345489,1.8402078997939606,10,50,3.3863651144640996,1.3599976087975152,0.5447154471544715,3.2185938625429387,10.669914734192549,1.4451092611862648,2.413298872168549,16,57,5.82401144640999,1.9682438212369417,0.8780487804878049,3.074801046410116,9.740132507690129,3.7042143600416226,5.380271415038438,13,48,28.947320499479712,4.387713814770193,2.0569105691056913,-0.24416112774387735,2.9278740543159723,4.468977627471385,6.259468309358941,13,49,39.1809435158689,3.3287061379529326,1.3252032520325203,1.9364321465130279,2.694784366024866,Normal Person
ECG Dataset\Normal Person\Normal(272).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(272)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(272).csv,12_leads,124,12,success,1.3480749219562953,2.6605570837397328,12,41,7.07856399583767,2.1808478995509084,0.7398373983739838,3.594994034412373,12.433723131007273,1.2117585848074937,2.4537441659312877,12,50,6.02086043184183,1.822956590735862,0.6544715447154471,-3.8971101599927653,16.45234345961963,2.5771982310093655,5.007290145835226,12,51,25.072954604578555,3.613997178991165,1.4227642276422765,-3.177366737556823,14.411843855846708,1.569979188345475,2.455059122824963,12,52,6.027315296566076,2.374491815549976,0.7886178861788617,3.690376203928687,23.148564555749218,1.3850156087408958,2.5226342705297564,14,43,6.363683662851198,2.5383241382641244,0.8373983739837398,4.605416736644264,27.196148107519075,0.7234434616718699,1.060272044114498,10,27,1.1241768075307361,0.7542412448714412,0.26422764227642276,1.6548244067483087,4.831104550390477,3.759170135275755,5.051849319721199,10,53,25.521181549167537,3.095531791658863,1.524390243902439,0.3457916421212726,1.659714251520179,0.9760665972944851,1.2622127123910374,7,56,1.59318093132154,0.9949057233597481,0.33739837398373984,1.3439701417791163,3.2975290967155395,0.7531867845993759,1.0820510234151035,13,46,1.1708344172736733,0.7241479433806597,0.34959349593495936,1.5174315192977472,4.107233550748526,1.2076612903225807,1.9141082738108017,12,36,3.6638104838709675,1.4447831581188022,0.556910569105691,3.092196554643493,11.801118698590974,3.4702133194588978,4.4261154728475205,11,49,19.590498178980223,3.002370337296254,1.4471544715447155,0.8471978225419522,0.5524982655388477,1.5519640998959425,2.6919633882084533,10,44,7.246666883454736,1.9249115701365422,0.6463414634146342,3.3442184973793427,13.26397076353448,Normal Person
ECG Dataset\Normal Person\Normal(273).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(273)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(273).csv,12_leads,124,12,success,0.8781217481789804,1.522309596910219,19,58,2.3174265088449535,1.3419437425354617,0.5121951219512195,2.8407833457857845,8.01756285760665,0.8422216441207071,1.2056114462866026,23,49,1.4534989594172738,1.0388783820461984,0.508130081300813,-1.50526802395783,4.421458654575921,1.4013397502601461,2.0910397701859904,7,44,4.37244732049948,1.3282423130876468,0.6422764227642277,-0.1960995079254642,2.303165406623278,1.2025884495317376,2.2457143541550106,22,60,5.043232960457858,2.3005831710306124,0.9024390243902439,0.9727369057112529,7.709617591943687,0.9627341311134238,1.2621096567414252,19,48,1.5929207856399588,0.9510370890325188,0.5,1.4010118165497207,2.247484308691825,0.6688593231257126,1.0515500359735723,15,39,1.1057574781560213,1.0861996388507094,0.4146341463414634,2.8499704579241683,10.487845978797425,2.4975286160249754,3.5094894214058288,13,45,12.316515998959419,3.4687923439149904,1.5609756097560976,0.6967812162372783,2.3212884552016737,0.9409469302809574,1.647768332827177,22,62,2.715140478668055,1.7634500553066355,0.6178861788617886,2.8989689161194585,10.18205326898358,0.6383975026014566,0.9447796625785613,14,57,0.8926086108220603,0.9084069859003289,0.42276422764227645,-0.8910187657971925,3.9367297716305494,0.6017169614984386,0.8481938943509034,19,53,0.7194328824141516,0.6852095994087876,0.35365853658536583,0.9586221316648535,1.5509527813532493,2.2205385015608727,3.2246192371760523,13,53,10.398169224765867,3.3361776482694996,1.475609756097561,1.129288563377323,3.751552360911181,0.9021852237252858,1.2701548898968285,11,50,1.6132934443288243,0.9488975203176793,0.4024390243902439,0.5854957074797862,2.7689127144499874,Normal Person
ECG Dataset\Normal Person\Normal(274).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(274)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(274).csv,12_leads,124,12,success,1.3831945889698238,2.026746237735454,19,47,4.107700312174819,1.6662601130158647,0.7073170731707317,2.3070041421364342,6.0357411938918055,1.1347554630593126,1.689876972783096,20,46,2.8556841831425603,1.3733822708148733,0.6422764227642277,-2.0358812300571265,5.302676238562226,1.0522242455775241,1.8242703771505504,16,44,3.3279624089490114,1.2894191040993073,0.5691056910569106,-2.2910248739876633,7.587875499885762,2.213514568158169,3.9116161113070964,25,53,15.300740602237253,3.330842565346184,1.6056910569105691,-0.5499942626185063,3.501066267803701,1.1118626430801244,1.3939020981809358,17,46,1.9429630593132152,0.977386593342434,0.5528455284552846,1.0399975336300968,0.8005866810455,1.0916363163371494,1.6901030622663835,13,48,2.856448361082206,1.372642102466413,0.524390243902439,2.410667114457869,7.037830232507158,1.7724375650364208,2.8331053778859046,16,47,8.026486082206034,2.68804943334336,1.3008130081300813,-1.1123799611909757,6.201133019169177,1.6329344432882429,2.5023142254382016,16,46,6.2615764828303835,2.495931649053709,1.0528455284552845,1.9514417239386928,5.022776040995257,0.6785900104058282,1.0157769487310493,9,38,1.0318028095733611,0.8601380112365595,0.3008130081300813,-1.9651429653514185,5.764295993744099,0.6160900104058271,0.7792488679022581,19,65,0.6072287981269511,0.5773502691896257,0.2926829268292683,0.5321097868728629,1.6450930565981166,1.766551768990635,2.8671956406166776,16,52,8.22081084157128,2.8058808741061685,1.3617886178861789,-0.9260436888515913,5.890776845651056,1.2929240374609763,1.865258251683521,15,51,3.479188345473464,1.626757960919397,0.7154471544715447,1.8291662240770676,3.5801500074839057,Normal Person
ECG Dataset\Normal Person\Normal(275).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(275)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(275).csv,12_leads,124,12,success,0.6783298647242454,0.9689844174436961,14,47,0.9389308012486992,0.5878166851022119,0.25203252032520324,0.004856271103935979,0.28779691173266597,0.899778876170656,1.3237787158167835,18,51,1.7523900884495318,0.9402905622537188,0.4186991869918699,-0.6284063395748464,2.930413232144801,2.731269510926119,3.220459277876039,6,44,10.371357960457859,1.887054744769239,0.7073170731707317,-0.43034827121992475,-0.41465384389295057,2.2278876170655546,3.0230938860909875,11,45,9.139096644120707,2.4726142315798842,1.0,1.7016044809991542,2.184662301389218,1.305020811654526,1.9283639202570173,12,53,3.718587408949012,1.7096093786717117,0.6666666666666666,2.1130611592804405,4.753171293180287,0.4737252861602503,0.6517306664585436,12,51,0.4247528616024974,0.5040486490909449,0.2073170731707317,0.38547543487680846,4.510583811899676,2.1956295525494274,2.9563684587851857,12,37,8.740114464099896,2.1237143408721466,0.9552845528455285,0.5662942765128288,1.1156379664233356,1.4105098855359004,2.2482939537332163,11,51,5.054825702393339,1.8544606736849132,0.6666666666666666,3.0678736936680333,10.747409737272408,1.2943548387096773,1.725179830467123,11,49,2.9762454474505713,1.3778149308741858,0.5365853658536586,1.362981038882582,3.3825194593997407,0.7827783558792919,1.4211178566674272,12,37,2.0195759625390215,1.275950148120139,0.483739837398374,2.5610046265019757,10.782202639873223,2.3919745057232045,3.2216379316333827,12,40,10.37895096253902,2.2260468442612633,1.048780487804878,0.666286770858839,0.6868790681028019,1.131893860561914,2.005069667230406,10,43,4.020304370447451,1.9657638826360664,0.6991869918699187,3.096606480763084,10.107282672422182,Normal Person
ECG Dataset\Normal Person\Normal(276).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(276)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(276).csv,12_leads,124,12,success,1.7055150884495323,2.313546498029202,13,44,5.352497398543185,2.001016002097536,0.8292682926829268,1.697538012585908,2.3536685279974714,1.3389698231009364,1.8862134340064571,15,56,3.55780111862643,1.367449706273321,0.6097560975609756,-1.6495371710748366,2.2401508132146812,0.6664607180020813,1.0646287666459284,11,47,1.1334344107700312,0.6918515278478221,0.3008130081300813,0.872062446290589,9.267099665607656,2.4510275754422475,3.1892969216299725,10,32,10.171614854318417,2.056123118011848,0.9512195121951219,0.4075688757674553,0.6575143226062172,1.6528355879292402,2.0559139081972364,17,47,4.2267819979188355,1.4566918752818645,0.6747967479674797,0.7504535886220367,0.04814027224122075,1.0277705515088453,1.5269232788623461,10,35,2.331494699531738,1.282504219552798,0.5121951219512195,0.9363356207414154,2.6908992868072046,3.315361602497398,5.272406782773736,10,40,27.798273283038494,3.658157161896986,1.589430894308943,-1.2590694227970711,5.766788372070666,2.110561914672215,2.674089456707944,10,35,7.150754422476585,2.0136727759942743,0.8252032520325203,1.161872045367107,1.000548327126248,1.2427159209157128,1.658444752120995,13,57,2.7504389958376687,1.1808085971441056,0.5609756097560976,0.5921575514761853,0.7285014056232195,0.8790322580645161,1.1317004761605145,13,49,1.2807459677419355,0.7156780854205468,0.34959349593495936,0.7946896447387286,1.4154928824886968,2.954799687825181,4.367430645384957,10,34,19.07445044224766,3.0709761166350824,1.3577235772357723,-0.5694473791532311,3.3850611831554343,1.3555541103017688,1.7382867625586338,12,44,3.021640868886576,1.1006280542586302,0.5447154471544715,1.1599294345048503,0.7939440614243343,Normal Person
ECG Dataset\Normal Person\Normal(277).png,final_check_output\npz_data\12_leads_data\Normal Person\Normal(277)_12leads.npz,final_check_output\csv_data\12_leads_csv\Normal Person\Normal(277).csv,12_leads,124,12,success,1.1632414151925075,1.5324914932550402,14,48,2.348530176899063,1.1216639787836697,0.5813008130081301,1.071970420868948,0.9797021845911504,1.0267950052029131,1.33754321509148,15,51,1.7890218522372532,1.06877332618485,0.4878048780487805,-0.6849339799907174,1.119321688357731,0.8481399583766911,1.2720671824842358,17,49,1.6181549167533815,0.9250357057490101,0.4105691056910569,-0.3301757737309806,5.525701013344726,1.7632674297606663,2.5463318580502303,15,40,6.483805931321539,2.16822958014024,0.8902439024390244,1.5033489463759162,3.1505681505581853,1.2964360041623317,1.7148999661381306,14,41,2.9408818938605625,1.0744633752322352,0.5609756097560976,1.0185074565703174,0.541228354214975,0.735345126604231,0.9195866839651027,13,41,0.8456396693259338,0.7371298621032363,0.2926829268292683,-0.3253524030557926,0.09282749151398129,1.837831685744016,2.679674404989043,12,34,7.180654916753382,2.086603125087762,0.8739837398373984,-1.020931457946014,2.7830399314313627,2.1534859521331944,2.8300908151245316,11,46,8.00941402185224,2.0787347621527172,0.9512195121951219,1.0965581682898713,1.2155065543461507,0.6436654526534862,0.8824198560148576,10,37,0.778664802289282,0.6048583789091339,0.2601626016260163,1.0598963084907282,1.696883230666681,0.7222944849115509,1.0298216584841466,14,44,1.0605326482830384,0.6439209162167846,0.3252032520325203,1.3541137083959331,1.5184390377164076,2.1290322580645156,2.792838694028655,12,47,7.799947970863685,2.0664765189210432,1.0691056910569106,0.05934864197122859,0.3787800301815061,1.6896462018730487,2.2665558948213995,9,44,5.137275624349635,1.523528211547825,0.6422764227642277,1.6635248829344007,3.441551525510622,Normal Person
